src,mt,ref,score,year,system
Interest remained high after the hearing.,听证会结束后，人们对此事的兴趣依然很高。,听证会结束后，关注度仍居高不下。,0.580543868092968,2019,HUMAN
"Mr Goldsmith told The Sunday Telegraph: ""Cromwell is regarded by many, perhaps more in the late 19th century than today, as a defender of parliament against external pressure, in his case of course the monarchy.",戈德史密斯在接受《星期日电讯报》采访时说：“克伦威尔被许多人视为议会抵御外部压力的捍卫者，也许在19世纪末比今天更多，在他的情况下，当然是君主制。,金史密斯向《星期日电讯报》透露：“克伦威尔被很多人认为是国会抵抗外部压力（就他而言，也就是君主制）的捍卫者，如今这么认为的人可能会少于 19 世纪晚期。,-0.525387408245138,2019,HUMAN
"Thomas Bjorn, the European captain, knows from experience that a sizeable lead heading into the last-day singles in the Ryder Cup can easily turn into an uncomfortable ride.",欧洲队长托马斯·比约恩（ Thomas Bjorn ）从经验中知道，在莱德杯最后一天单打比赛中取得相当大的领先优势很容易变成一次不舒服的骑行。,来自欧洲的队长托马斯·比约恩 (Thomas Bjorn) 根据经验判断，以大比分领先的优势进入莱德杯的单打决赛，很容易产生不利的局面。,-0.723633892951747,2019,HUMAN
"I've said all along, I focus on the 12 players that are in our side, but we are so well aware of what's standing across on the other side - the greatest players in the world.""",我一直都在说，我关注的是站在我们这边的12名球员，但我们非常清楚站在另一边的是什么——世界上最伟大的球员。”,我一直在说，我关注的是我们队的 12 名球员，但我们非常清楚，我们即将面对的是什么 - 世界上最强大的球员”。,0.65360584316912,2019,HUMAN
"He then pushed a pass to his left, finding Sterling.",然后他把一个传球推到他的左边，找到了斯特林。,然后把球推传到左边，传给了斯特林。,0.688098455542475,2019,HUMAN
But it was Sterling who gave the Sky Blues the initial advantage in the Premier League scuffle.,但正是斯特林让天空蓝军在英超混战中获得了最初的优势。,但是，是斯特林在英超联赛中为 Sky Blues 奠定了最初的优势。,0.816980462132212,2019,HUMAN
"Grant Anderson's 14th minute try, converted by Frazier Climo, put Ayr in front, but, a yellow card for Scotland cap Rory Hughes, released for the game by Warriors, allowed Melrose to make numbers tell and Jason Baggot grabbed an unconverted try.",Grant Anderson 的第14分钟尝试，由 Frazier Climo 转换，将 Ayr 放在前面，但是，由勇士队为比赛发布的苏格兰帽 Rory Hughes 的黄牌让 Melrose 能够告诉数字， Jason Baggot 抓住了一个未经转换的尝试。,格兰特·安德森 (Grant Anderson) 在第 14 分钟的尝试使艾尔联暂时领先，随后被弗雷泽·克里莫 (Frazier Climo) 换下，但是由于在对抗勇士队的比赛中苏格兰队员罗里·休斯 (Hughes) 遭遇黄牌，使得梅尔罗斯队在人数上占据优势，而贾森·巴格特 (Jason Baggot) 则抓住了没有被换下场的机会。,-0.246238389036511,2019,HUMAN
"Climo converted, as he did again almost from the restart, after Kyle Rowe gathered David Armstrong's box kick and sent flanker Gregor Henry away for the home side's fifth try.",在凯尔·罗（ Kyle Rowe ）收集了大卫·阿姆斯特朗（ David Armstrong ）的禁区踢球并将侧翼球员格雷戈·亨利（ Gregor Henry ）送出主队的第五次尝试之后，克里莫转换了，就像他几乎从重新开始时所做的那样。,与比赛重新开始时一样，克里莫再次被换下，凯尔·罗维 (Kyle Rowe) 接到大卫·阿姆斯特朗 (David Armstrong) 的开球后，主队的第五次尝试送走了侧卫格里高尔·亨利 (Gregor Henry)。,-0.246238389036511,2019,HUMAN
"It is understood they will feature a powerful cannon, an array of anti-aircraft and anti-ship missiles as well as some stealth technologies, such as reduced radar, infrared and acoustic signatures.",据了解，它们将配备强大的大炮、一系列防空和反舰导弹，以及一些隐形技术，如减少雷达、红外和声学信号。,据了解，这艘护卫舰将拥有强大的火力、大批防空和反舰艇导弹以及一些隐形技术、如减少雷达、红外线和声学信号。,0.811768421353328,2019,HUMAN
"Aside from faulty hardware, the price tag of the entire project - including the training of the crew - is also becoming an issue.",除了硬件故障外，整个项目的价格标签-包括船员的培训-也正在成为一个问题,除硬件故障以外，整个项目的耗资 - 包括船员的培训 - 也成为一个令人头疼的问题。,0.917569102392312,2019,HUMAN
Rangers suffered another bout of away-day blues as Dolly Menga's strike consigned Steven Gerrard's disjointed side to a 1-0 defeat at Livingston.,当多莉·门加的罢工让史蒂文·杰拉德脱节的球队在利文斯顿以1比0击败利文斯顿时，别动队遭受了另一场客场蓝调。,由于多利·蒙加 (Dolly Menga) 的进球使得史蒂文·杰拉德 (Steven Gerrard) 支离破碎的球队以 1-0 不敌利文斯顿，流浪者再遭失利。,0.33651491404643,2019,HUMAN
"Holt, on the other hand, went with the same Livi 11 which took a point off Hearts last week and he would have been delighted with the way his well-drilled outfit suffocated their opponents at every turn.",另一方面，霍尔特与上周在 Hearts 上得到一分的 Livi 11一起去了，他会对他精心训练的装备在每一个回合都窒息对手的方式感到高兴,另一方面，霍尔特同样选择了上周拿下哈茨队一分的 11 名利文斯顿球员，如果这些训练有素的球队们能在每个回合都压制住对手，那么他将感到很满意。,0.542828239342713,2019,HUMAN
Rangers may have dominated possession but Livingston did more with the ball they had.,别动队可能占据了控球权，但利文斯顿用他们拥有的球做了更多的事情。,流浪者队可能已经占据了主动，但利文斯顿在控球方面表现异常突出。,0.33651491404643,2019,HUMAN
Arrest made in shooting death of LSU's Sims,因枪杀 LSU 的 Sims 而被逮捕,枪杀路易斯安那州立大学 (LSU) 西姆斯的嫌疑人被捕,0.522612483434667,2019,HUMAN
"The Baton Rouge Police Department announced the arrest of Dyteon Simpson, 20, at an 11 a.m. ET news conference.",巴吞鲁日警察局在美国东部时间上午11点的新闻发布会上宣布逮捕20岁的 Dyteon Simpson 。,巴吞鲁日警察局在东部时间上午 11 点举行的记者招待会上宣布已经逮捕 20 岁的嫌疑人戴蒙·辛普森 (Dyteon Simpson)。,0.165215874699608,2019,HUMAN
Simpson was arrested without incident and taken into custody at East Baton Rouge Parish Police Department.,辛普森在没有发生任何事件的情况下被捕，并在东巴吞鲁日教区警察局被拘留。,毫无意外，辛普森被逮捕，并收押在东巴吞鲁日教区警察局。,0.594091805181679,2019,HUMAN
"The reality is we are no longer that broad church and with every ""no-confidence"" motion or change of selection rules the party becomes narrower.",现实是，我们不再是那种宽泛的教会，随着每一次“不信任”动议或选择规则的改变，政党变得更窄了。,事实是，我们不再是有着多种声音的大教会，而且，一个又一个的“不信任”动议，一条又一条的选拔规定的改变，让工党变得更加狭隘。,-0.333147659234884,2019,HUMAN
"Ever since I joined Labour 32 years ago as a school pupil, provoked by the Thatcher government's neglect that had left my comprehensive school classroom literally falling down, I've sought to champion better public services for those who need them most - whether as a local councillor or government minister.",自从我32年前作为一名学校学生加入工党以来，由于撒切尔政府的忽视导致我的综合学校教室实际上倒塌，我一直在寻求为那些最需要他们的人提供更好的公共服务——不管是作为地方议员还是政府部长。,32 年前，在我还是一名在校学生的时候，我加入了工党。当时，由于撒切尔政府的疏忽，我们综合学校课堂基本陷入瘫痪，从那时起，无论是作为议员，还是政府大臣，我都竭尽全力，为最需要公共服务的人，谋求更好的公共服务。,-0.227631028178323,2019,HUMAN
"The three-time world champion said falling in love with a man - US film-maker Dustin Lance Black, who he met in 2013 - ""caught me by surprise.""",这位三次世界冠军说，爱上了一个男人——他在2013年遇到的美国电影制片人达斯汀·兰斯·布莱克（ Dustin Lance Black ）——“让我大吃一惊”。,这位三届世界冠军表示，自己在 2013 年遇到了美国电影制片人达斯汀·兰斯·布莱克 (Dustin Lance Black)，当他发现自己爱上了这个男人的时候，“我自己都惊呆了。”,0.386127490365367,2019,HUMAN
"The couple became parents in June, to a son called Robert Ray Black-Daley, and Daley said his ""whole perspective"" had changed.",这对夫妇在6月份成为了父母，对一个名叫罗伯特·雷·布莱克-戴利的儿子，戴利说他的“整个视角”已经改变了。,这对夫妇于六月有了自己的儿子，取名 Robert Ray Black-Daley。之后，Daley 的“整体观点”都改变了。,-0.0394305012732693,2019,HUMAN
"""If you had asked me last year, it was all about 'I need to win a gold medal',"" he said.",“如果你去年问我，那完全是关于‘我需要赢得一枚金牌’，”他说。,“如果去年你问我，我会说'我得赢一枚金牌'，”他说道。,0.30101589203764,2019,HUMAN
"""You know what, there are bigger things than Olympic gold medals.",“你知道吗，有比奥运金牌更重要的东西。”,“但你知道吗，还有比奥运会金牌更重大的事。,0.215904293709913,2019,HUMAN
It also inspired his first song choice - Proud by Heather Small - which had resonated with him in the build up to the Olympics and still gave him goosebumps.,这也激发了他的第一首歌曲选择——希瑟·斯莫尔（ Heather Small ）的《骄傲》（ Proud by Heather Small ）——这首歌在奥运会的筹备过程中引起了他的共鸣，至今仍让他起到了鸡皮疙瘩。,也正是因为这一点，Proud by Heather Small 成了他最爱的歌曲，他是在奥运会的筹备过程中爱上了这首歌曲，现在，听到这首歌，他还会为之一振。,0.30101589203764,2019,HUMAN
I think he viewed Paddington's success sort of in that way.,我想他是这样看待帕丁顿的成功的。,我想他正是如此看待帕丁顿熊的成功。,0.841698592050176,2019,HUMAN
"""Lies, lies, and more despicable lies,"" Waters said in a statement on Twitter.",沃特斯在 Twitter 上的一份声明中说：“谎言、谎言和更卑鄙的谎言。”,Waters 在 Twitter 的一份声明中说道，“谎言、谎言，全都是卑鄙的谎言”。,0.706307157869717,2019,HUMAN
"Kanye West Embarked on a Pro-Trump Diatribe, Wearing a MAGA Hat, After his SNL Appearance.",Kanye West 开始了 Pro - Trump Diatribe ，戴着 MAGA 帽子，在他的 SNL 出现之后。,此前曾戴着 MAGA 帽子参加 SNL 的坎耶·维斯特 (Kanye West) 面临着因支持特朗普而引发的谩骂。,-0.326715528350516,2019,HUMAN
It Didn't Go Well,它不会走得好。．我希望看到你们之间互相交谈是一致存在但这种,结果并不怎么好,0.580791368701902,2019,HUMAN
Unfortunately we lost him this morning before the helicopter reached Palu.,不幸的是，今天早上在直升飞机到达帕卢之前，我们失去了他。,但是，很遗憾，在直升机到达巴鲁之前，阿贡于今天早上离开了。,1.09126399829389,2019,HUMAN
"""Our heart breaks to hear about this,"" he added.",“听到这件事，我们的心都碎了，”他补充道。,“听闻这一消息，我们十分痛心”，西拉伊特补充到。,1.48829826575432,2019,HUMAN
Waves that reached up to six meters have devastated Palu which will hold a mass burial on Sunday.,高达6米的海浪摧毁了帕卢，帕卢将在周日举行一次大规模的葬礼。,高达六米的海浪摧毁了本将于周六举行集体葬礼的巴鲁。,1.20470236042544,2019,HUMAN
Military and commercial aircraft are bringing in aid and supplies.,军用和商用飞机正在运送援助和物资。,军用和商用飞机不断送来救援物资。,1.03454481722811,2019,HUMAN
Clean water is scarce.,干净的水是稀缺的。,清洁的饮用水十分稀缺。,0.977825636162334,2019,HUMAN
I'll be with you soon.,我很快就会和你在一起的。,我很快就会去陪你。,0.940209591205607,2019,HUMAN
"It's hard to explain, but it was on the flight I felt this overwhelming sense of sympathy for Nad.",这很难解释，但正是在飞行中，我感受到了对纳德的压倒性同情感。,我知道这很难解释，但就是在飞机上，我对纳德 (Nad) 产生了强烈的同情。,-0.572222200110646,2019,HUMAN
"Syria 'ready' for refugees to return, says Foreign Minister",叙利亚外交部长说，叙利亚已经准备好让难民返回家园,外交部长说称叙利亚已“准备好”迎接难民回国,1.17901461088712,2019,HUMAN
"In what would no doubt be ""The most dramatic finale of a presidency ever!""",毫无疑问，这将是“有史以来最具戏剧性的总统任期的结局！”,毫无疑问的是，“这将成为有史以来最具戏剧性的总统任期结局！”,0.554130419442961,2019,HUMAN
"And yet, it goes beyond being an informed citizen when you find yourself on hour six of watching a panel of experts debate Bob Woodward's use of ""deep background"" sourcing for his book ""Fear,"" Paul Manafort's $15,000 ostrich-leather bomber jacket (""a garment thick with hubris,"" The Washington Post said) and the implications of Stormy Daniels's lurid descriptions of Mr. Trump's, um, anatomy.",然而，当你发现自己在六小时观看专家小组辩论鲍勃·伍德沃德（ Bob Woodward ）使用“深度背景”为他的书《恐惧》（ Fear ）、保罗·马纳福特（ Paul Mana fort ）价值15，000美元的鸵鸟皮革轰炸机夹克（“厚颜无耻的服装”，《华盛顿邮报》说）以及斯托米·丹尼尔斯（ Stormy Daniels ）对特朗普先生，嗯，解剖学的耸人听闻的描述的含义时，它不仅仅是一个知情的公民。,"然而，当你发现自己已经连续 6 小时观看专家小组讨论鲍勃·伍德沃德 (Bob Woodward) 在其著作《恐惧》(Fear) 中所用的“深层背景”根源，保罗·马纳福特 (Paul Manafort) 价值 15,000 美元的鸵鸟毛短夹克（《华盛顿邮报》称其为“傲慢的厚衣服”）以及斯托米·丹尼尔斯 (Stormy Daniels) 有关特朗普（呃，骨骼）耸人听闻的描述所暗指的含义时，你会发现这远远超出了一个普通公民的知情范围。",-0.252296805540155,2019,HUMAN
"I, for one, will never look at Super Mario the same way again.",首先，我再也不会以同样的方式看待超级马里奥了。,就我而言，我再也不会以同样的方式看待《超级马里奥》了。,0.554130419442961,2019,HUMAN
"Amy Chozick, a writer at large for The Times covering business, politics and media, is the author of the memoir ""Chasing Hillary.""",艾米·乔齐克（ Amy Cho zick ）是《泰晤士报》（ The Times ）报道商业、政治和媒体的广大作家，他是回忆录《追逐希拉里》（ Chasing H,艾米·柯西克 (Amy Chozick) 是《泰晤士报》商业、政治和媒体板块的特约编辑，也是回忆录《追逐希拉里》(Chasing Hillary) 的作者。,0.554130419442961,2019,HUMAN
"Conservative sites such as Gateway Pundit and RedState reported that the IP address that identifies the source of the posts was associated with Waters"" office and released the information of a member of Waters' staff, the Hill reported.",据希尔报道， Gateway Pundit 和 RedState 等保守网站报告说，识别帖子来源的 IP 地址与 Waters 的办公室有关，并发布了 Waters 一名工作人员的信息。,据 Hill 报道，Gateway Pundit 和 RedState 等保守网站的报告称，已确定，信息发布设备的 IP 地址与 Waters 的办公室有关，并公布了 Waters 的一位员工的信息。,0.553751414382437,2019,HUMAN
"Waters' statement quickly drew criticism online, including from former White House press secretary Ari Fleischer.",沃特斯的声明很快在网上引起了批评，包括来自前白宫新闻秘书阿里·弗莱舍（ Ari Fleis,Waters 的声明很快便引来了网友的批评，包括前白宫新闻发言人 Ari Fleischer。,0.706307157869717,2019,HUMAN
"In order to justify a death sentence, prosecutors will have to prove that Saipov ""intentionally"" killed the eight victims and ""intentionally"" inflicted serious bodily injury, according to the notice of intent to seek the death penalty, filed in the Southern District of New York.",为了证明死刑判决是合理的，根据在纽约南区提交的寻求死刑的意向通知，检察官必须证明 Sai pov “故意”杀害了8名受害者，并“故意”造成严重的身体伤害。,根据纽约州南区提起的寻求死刑的意向通知书称，为了证明死刑具有合理性，检察官必须证明赛波夫是“故意”杀害的 8 名受害者，是“故意”撞伤他人。,0.704469556472413,2019,HUMAN
"Both Rosenbergs were both put to death by the electric chair on June 19, 1953.",两个罗森伯格都在1953年6月19日被电椅处死。,1953 年 6 月 19 日，罗森伯格夫妇双双被电椅处死。,0.785703203123922,2019,HUMAN
"He stated to investigators that he felt good about what he had done, police said.",警方说，他对调查人员说，他对自己所做的一切感觉良好。,警方称，他向调查人员表示，对自己的所作所为感到满意。,0.785703203123922,2019,HUMAN
"He also requested to display the ISIS flag in his hospital room, police said.",警方说，他还要求在他的医院房间里展示伊斯兰国国旗。,警方说，他还要求在他的病房里挂 ISIS 的旗帜。,0.785703203123922,2019,HUMAN
Electricity and communication networks are down with death tolls expected to rise in coming days.,电力和通信网络正在下降，预计未来几天的死亡人数将上升。,电力和通讯网络瘫痪，而预计未来几天死亡人数还将继续增加。,1.88145012192051,2019,HUMAN
"Police arrest man, 32, on suspicion of murder after woman is stabbed to death",警方逮捕了一名男子，32岁，在妇女被刺死后，涉嫌谋杀,32 岁男子因涉嫌谋杀女子致其死亡而被警方逮捕,1.29906959228174,2019,HUMAN
A taxi driver who lives in Grayson Mews has just tried to get back into his flat but is being told by police no one is allowed in or out of the building.,一名住在 Grayson Mews 的出租车司机刚刚试图回到他的公寓，但被警方告知没有人被允许进出大楼。,住在 Grayson Mews 的一位出租车司机刚想回自己的公寓，却被警方告知，任何人不得进出大楼。,-1.0088259355326,2019,HUMAN
"Anyone with information is asked to DM @MerPolCC, call 101 or contact Crimestoppers anonymously on 0800 555 111 quoting log 247 of 30th September.",任何有信息的人都被要求到 DM @ Mer PolCC ，打电话101或匿名联系 Crimestoppers ，电话0800555111，引用9月30日的第247号日志。,任何知情人士，可以发送 DM 至 @MerPolCC，拨打 101 或匿名联系 Crimestoppers（电话号码 0800 555 111），引用 9 月 30 日的记录 247。,-1.14458449599227,2019,HUMAN
Tears filled his eyes as he recounted feeling the violent earthquake shake the fifth-floor hotel room he shared with his wife and daughter.,当他回忆起强烈的地震震动了他与妻子和女儿共用的五楼酒店房间时，泪水充满了他的眼睛。,回忆起与妻子和女儿同住的酒店五楼房间地震发生时的强烈震感，哈里斯眼里充满泪水。,1.16331103182208,2019,HUMAN
"That seat had been held by a Republican for over a decade, and President Donald Trump won the district by 20 points.",这个席位已经由一位共和党人占据了十多年，唐纳德·特朗普总统以20分的优势赢得了该地区。,之前，这一席位由共和党人稳坐了十多年，而唐纳德·特朗普总统以 20 个百分点的优势在这个选区获胜。,-0.742355555351089,2019,HUMAN
"""They don't know you're furious.",“他们不知道你勃然大怒。,“他们不知道你在生气。,0.664563639280813,2019,HUMAN
"Twenty per cent of pupils said they operate a sanitised ""main"" account to show parents, while also having private ones.",20%的学生表示，他们开设了一个经过消毒的“主要”账户，向父母展示，同时也有私人账户。,百分之二十的学生表示自己有一个“净化的”主要帐号，用来应付家长，同时还有其他秘密帐号。,0.075174606500961,2019,HUMAN
Doctors said only time will tell if I will recover or to what degree.,医生说只有时间才能判断我是否会康复，或者恢复到什么程度。,医生说，我能否会恢复、能恢复到什么程度，完全取决于时间。,1.45413041049073,2019,HUMAN
Special recorders will be placed at key locations around the property to track bat activities throughout the season.,将在该物业周围的关键地点放置特别记录器，以跟踪整个季节的蝙蝠活动。,他们将在花园周围的一些关键位置安装特殊录音机，追踪蝙蝠一年四季的活动。,1.0218722208416,2019,HUMAN
This information will help determine the benefits of habitat management work such as meadow creation and how best to maintain woodlands for bats and other associated species.,这一信息将有助于确定草地创造等栖息地管理工作的好处，以及如何最好地维护蝙蝠和其他相关物种的林地。,这些信息将帮助判断栖息地管理工作的利益，例如，草地铺设以及如何最有效地维护蝙蝠以及其他相关物种生存的林地。,0.631129387455905,2019,HUMAN
Estate manager David Thompson says the estate is the ideal territory for them.,房地产经理大卫汤普森说，庄园对他们来说是理想的领地。,庄园管理者戴维·汤普森 (David Thompson) 表示该庄园是蝙蝠们理想的沃土。,-0.619247679378313,2019,HUMAN
Mr Park said tighter border controls between North Korea and China and higher rates charged by people smugglers were key factors.,朴槿惠表示，朝鲜和中国之间更严格的边境管制以及人口走私者收取的更高费率是关键因素。,Park 先生表示，叛逃人数减少的关键原因是朝鲜与中国边境管制的加强，以及人口走私团伙收取的费用增长。,0.529551419412686,2019,HUMAN
China regards the defectors as illegal migrants rather than refugees and often forcibly repatriates them.,中国将叛逃者视为非法移民，而不是难民，并经常强行遣返他们。,中国认为叛逃者为非法移民，而非难民，所以常常会将其强行遣返回国。,0.529551419412686,2019,HUMAN
"Macedonian President Gjorge Ivanov, an opponent of the plebiscite on the name change, has said he will disregard the vote.",反对改名公民投票的马其顿总统伊万诺夫（ Gjorge Ivanov ）表示，他将无视投票,马其顿总统奥尔基·伊万诺夫 (Gjorge Ivanov) 是此次更名公民投票的反对者，他表示不会参与投票。,0.529551419412686,2019,HUMAN
Warren has been outspoken in her criticism of Trump and his Supreme Court nominee Brett Kavanaugh.,沃伦在批评特朗普和他的最高法院提名人布雷特·卡瓦诺（ Brett Kavanaugh ）时一直直言不讳。,在对特朗普及其提名的最高法院候选人布雷特·卡瓦诺 (Brett Kavanaugh) 的指责中，沃伦直言不讳。,0.563757586716793,2019,HUMAN
"A poll released on Thursday, however, showed a majority of Warren's own constituents do not think she should run in 2020.",然而，周四公布的一项民意调查显示，沃伦自己的大多数选民认为她不应该在2020年参加竞选。,然而，周四发布的民意调查结果显示，沃伦自己的大多数选民认为她不应该参与 2020 年的大选。,0.758195306856749,2019,HUMAN
Other high profile Democratic names discussed in regard to a potential 2020 run include former Vice President Joe Biden and Vermont Senator Bernie Sanders.,在2020年潜在竞选中讨论的其他备受瞩目的民主党名字包括前副总统乔·拜登（ Joe Bid,其他备受瞩目的可能参与 2020 年总统大选的高调民主党人士包括前任副总统乔·拜登 (Joe Biden) 以及佛蒙特州参议员伯尼·桑德斯 (Bernie Sanders)。,0.272101006506859,2019,HUMAN
"Charles Czeisler, professor of sleep medicine at Harvard Medical School and a specialist at the Brigham and Women's Hospital, designed the course, which he believes is the first of its kind in the US.",哈佛医学院睡眠医学教授、 Brigham and Women's Hospital 的专家查尔斯·齐斯勒（ Charles Czeisler ）设计了这门课程，他认为这是美国第一个这样的课程。,这门课程的设计者是哈佛医学院睡眠医学教授，布里格姆妇女医院 (Brigham and Women's Hospital) 专家 Charles Czeisler，他认为这是美国第一门此类课程。,0.660976446786771,2019,HUMAN
The supermarket is also relaunching its Boutique makeup range so that the majority of products are vegan-friendly - something increasingly demanded by younger shoppers.,这家超市还在重新推出精品化妆系列，以便大多数产品都是素食主义者友好的-这是年轻购物者越来越多的要求。,这家超市还重新推出了自己的精品化妆品系列，以使大多数产品都是纯素食产品——这是越来越多的年轻购物者的要求所在。,0.43381346138506,2019,HUMAN
"Mike Coupe, the chief executive of Sainsbury's, has said the outlets will look increasingly like department stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and non-food.",赛恩斯伯里公司( Sainsbury's )首席执行官迈克?库佩( Mike Coupe )表示，随着连锁超市试图以更多的服务和非食品来反击阿尔迪( Aldi )和利德尔( Lidl )的专卖店，这些专卖店看起来将越来越像,塞恩斯伯里百货公司首席执行官迈克·库普 (Mike Coupe) 表示，这家连锁超市会提供更多服务和非食品来反击折扣商阿尔迪 (Aldi) 和利德尔 (Lidl)，这些门店将越来越像百货商店。,0.697511416473343,2019,HUMAN
Drink-led pubs and bars performed by far the strongest with like-for-likes up more than restaurants were down.,到目前为止，以饮料为主导的酒吧和酒吧表现最强劲，喜欢喜欢的酒吧比餐馆下降的要多。,酒水饮料为主的酒吧表现最佳，同比之下，餐厅的交易量却持续下降。,-0.357332846363598,2019,HUMAN
"The long hot summer could not have come at a worse time for food-led operators and time will tell whether the more moderate temperatures we've experienced in August will provide some much-needed respite.""",对于以食品为主导的运营商来说，漫长炎热的夏天不可能在更糟糕的时候到来，时间将决定我们在8月份经历的更温和的气温是否会提供一些急需的喘息机会。”,对于以用餐为主的运营商而言，漫长炎热的夏天的影响可谓晴天霹雳，时间会告诉我们，8 月份气温适中的天气，能否带来必要的喘息时间。,0.439410830359886,2019,HUMAN
"In January 2016 he was charged with domestic assault, interfering with the report of a domestic violence crime, and possessing a weapon while intoxicated in connection with the incident.",2016年1月，他被指控犯有家庭攻击罪，干涉家庭暴力犯罪的报告，并在与该事件有关的醉酒时拥有武器。,2016 年 1 月，一份有关家庭暴力犯罪的报告指控佩林涉嫌家庭暴力，并且因该事件引发醉酒后持枪。,0.485929421919159,2019,HUMAN
Willoughby has no time for their homewear and accessories brand Truly.,威洛比没有时间购买他们的家庭服装和配饰品牌 True ly 。,威洛比没有时间投入到他们的家居服饰和配饰品牌 Truly。,0.485929421919159,2019,HUMAN
The pair's business had been likened to Gwyneth Paltrow's Goop brand.,这对夫妇的生意被比作格温妮丝·帕特洛（ Gwyneth Paltrow ）的 Goop 品牌。,这对搭档的业务好比是 Gwyneth Paltrow 的 Goop 品牌。,-1.13852819537243,2019,HUMAN
"""It's a historical moment.""",“这是一个历史性的时刻。”,“现在是历史性的时刻”。,0.801781094258576,2019,HUMAN
"""We are not asking their permission.""",“我们不是在征得他们的许可。”,“我们并非在征得他们的准许”。,1.32591694543302,2019,HUMAN
"In 1994, Berners-Lee transformed the Internet when he established the World Wide Web Consortium at Massachusetts Institute of Technology.",1994年，伯纳斯-李（ Berners - Lee ）在麻省理工学院（ Massachusetts Institute of Technology ）建立了万维网联盟（ World Wide Web Consortium ），从而改变了互联网。,1994 年，伯纳斯-李在麻省理工学院成立了万维网联盟，从而改变了互联网。,1.36623508783106,2019,HUMAN
"""I'm incredibly optimistic for this next era of the web,"" Berners-Lee added.",“我对网络的下一个时代感到难以置信的乐观，”伯纳斯-李补充道。,“我非常看好下一代网络”，伯纳斯-李补充到。,1.24528066063695,2019,HUMAN
Eighteen states and the District of Columbia are supporting a legal challenge to a new U.S. policy that denies asylum to victims fleeing gang or domestic violence.,18个州和哥伦比亚特区正在支持对美国一项拒绝为逃离帮派或家庭暴力的受害者提供庇护的新政策提出法律挑战。,美国 18 个州和哥伦比亚特区支持对一项新政策发起法律挑战，这项政策拒绝向逃离帮派或家庭暴力的受害者提供庇护。,0.568645945674912,2019,HUMAN
"The states' attorneys supporting Grace described El Salvador, Honduras and Guatemala, which produce a large number of applicants for U.S. asylum, as nations facing pervasive problems with gangs and domestic violence.",支持格蕾丝的州律师将萨尔瓦多、洪都拉斯和危地马拉描述为面临帮派和家庭暴力普遍问题的国家，这些国家产生了大量申请美国庇护的人。,支持格雷斯的各州律师表示，萨尔瓦多、洪都拉斯和危地马拉等国面临着普遍存在的帮派和家庭暴力问题，因此这些国家产生了大量申请美国庇护的人员。,0.898523336846161,2019,HUMAN
Asylum was never meant to alleviate all problems -- even all serious problems -- that people face every day all over the world.,庇护从来不是为了缓解世界各地人民每天面临的所有问题-甚至是所有严重的问题。,庇护从不是为了缓解全世界人民每天所面临的所有问题，即便是所有严重的问题。,0.128809424113246,2019,HUMAN
"But the number of people contracting HIV in this way had been reduced to almost zero, Chinese health officials said at a conference in Yunnan province.",但中国卫生官员在云南省举行的一次会议上说，以这种方式感染艾滋病毒的人数已经减少到几乎为零。,中国国家卫计委在云南省举行的一次会议上介绍称，通过这种方式感染艾滋病毒的人数几乎已将为零。,0.374403138995917,2019,HUMAN
"Because of the country's conservative values, studies have estimated that 70-90% of men who have sex with men will eventually marry women.",由于该国的保守价值观，研究估计70-90%与男性发生性关系的男性最终会与女性结婚。,中国的价值观相对保守，据研究估计，有 70-90％ 与男性发生性关系的男性，最终的结婚对象为女性。,0.790406626769159,2019,HUMAN
"Moualem insisted that the ""war on terror is almost over"" in Syria, where more than 360,000 people have died since 2011, with millions more uprooted from their homes.",穆阿利姆坚持认为，叙利亚的“反恐战争几乎结束”，自2011年以来，叙利亚已有超过36万人死亡，另有数百万人被赶出家园。,"穆阿利姆坚持称叙利亚的“反恐战争即将结束”，自 2011 年以来战争已经导致 360,000 多人死亡，数百万人流离失所。",0.208001743886621,2019,HUMAN
Macedonians vote in referendum on whether to change country's name,Image copyright Getty Image caption,马其顿就是否更改国名举行全民公投,1.06832243791861,2019,HUMAN
"The people of Macedonia voted in a referendum on Sunday on whether to change its name to ""Republic of North Macedonia,"" a move that would resolve a decades-old dispute with Greece which had blocked its membership bids for the European Union and NATO.",马其顿人民周日在公投中投票决定是否将其名称改为“北马其顿共和国”，此举将解决与希腊长达数十年之久的争端，该争端阻止了其加入欧盟和北约的资格竞标。,马其顿人民周日举行全民公投，以表决是否将国名改为“北马其顿共和国”，此举将解决马其顿与希腊之间长达数十年的争端问题，希腊曾阻止其加入欧盟和北大西洋公约组织 (NATO)。,0.506427277922979,2019,HUMAN
"Another poll, conducted by Macedonia's Telma TV, found 57 percent of respondents planning to vote on Sunday.",由马其顿 Telma TV 进行的另一项民意调查发现，57%的受访者计划在周日投票。,马其顿 Telma TV 的另一项民意调查发现，57% 的调查对象称计划参与周日的投票。,0.105073592211812,2019,HUMAN
