src,LVC_Candidate,mt,ref,score,year,system
And as with the other Johnny English films I couldn't help thinking: can't the British film industry give Rowan Atkinson a role that really does justice to his talent?,give role,"A stejně jako u ostatních filmů Johnnyho Englishe jsem si nemohl pomoct: nemůže britský filmový průmysl dát Rowanu Atkinsonovi roli, která opravdu odčiní jeho talent?",A stejně jako u ostatních filmů s Johnnym Englishem si člověk říká: Copak britský filmový průmysl nedokáže pro Rowana Atkinsona vytvořit roli skutečně hodnou jeho talentu?,0.680453361216487,2019,HUMAN
"This started shortly after Jeremy became leader, as colleagues with whom I had previously thought I shared a similar political outlook began expecting me to do a U-turn and take positions I would never have otherwise agreed with - whether on national security or the EU single market.",do u,"Začalo to krátce poté, co se Jeremy stal vůdcem, protože kolegové, s nimiž jsem dříve sdílel podobný politický názor, začali očekávat, že udělám obrat a zaujmu postoje, se kterými bych jinak nikdy nesouhlasil – ať už v otázce národní bezpečnosti nebo jednotného trhu EU.","Začalo to krátce poté, co do čela strany nastoupil Jeremy, kdy kolegové, o nichž jsem býval přesvědčený, že mají podobný politický pohled jako já, začali očekávat, že udělám otočku o 180 stupňů a začnu přebírat stanoviska, s nimiž bych nikdy dřív nesouhlasil – ať už v oblasti národní bezpečnosti nebo jednotného evropského trhu.",0.689864002969057,2019,HUMAN
"The comments come after various parts of the U.S. government have made AI announcements, even as the U.S. overall lacks a formal AI strategy.",make announcement,"Komentáře přicházejí poté, co různé části americké vlády učinily oznámení o umělé inteligenci, a to i přesto, že USA celkově postrádají formální strategii umělé inteligence.","Komentáře reagují na oznámení ohledně umělé inteligence přicházející z různých částí vlády USA, ačkoliv USA jako celek žádnou celkovou formální strategii pro umělou inteligenci nemá.",0.557101893988918,2019,HUMAN
"The U.S. offered more resistance in the foursomes, winning two matches, but they could not eat into the deficit.",offer resistance,"Spojené státy americké se ve čtyřech utkáních více bránily, vyhrály dva zápasy, ale nedokázaly se prokousat do deficitu.","Ve čtyřhře kladly Spojené státy větší odpor, zvítězily ve dvou zápasech, ale deficit se jim snížit nepodařilo.",0.952835010233709,2019,HUMAN
"At any rate, the pop-eyed, rubber-faced incompetent Johnny English has had his licence to cock things up renewed for the second time - that name of his signalling more than anything else that he is a broad comic creation designed for non-English-speaking cinemagoing territories.",have licence,"V každém případě, nekompetentní Johnny English s vykulenýma očima a kaučukovým obličejem má už podruhé obnovenou licenci k tomu, aby věci zpackal – to jméno dává ze všeho nejvíc najevo, že je širokým komickým výtvorem určeným pro neanglicky mluvící kinematografická území.","Naprosto nekompetentní Johnny English s vytřeštěnýma očima a gumovým obličejem má každopádně povolení všechno zmastit znovu a nanovo – přičemž jeho jméno naznačuje hlavně to, že je rozmanitým komickým výtvorem směřujícím do neanglicky mluvících filmových oblastí.",0.671019100171558,2019,HUMAN
Ri made no mention of plans for a second summit between Kim and Trump that the U.S. leader highlighted at the United Nations earlier in the week.,make mention,"Ri se nezmínil o plánech na druhý summit mezi Kimem a Trumpem, který americký vůdce na začátku týdne zdůraznil v OSN.","Ri se nezmínil o plánech na druhý summit mezi Kimem a Trumpem, které americký lídr zdůraznil v OSN začátkem tohoto týdne.",0.616837663633281,2019,HUMAN
A knee injury prevented midfielder Graham Dorrans from making his first appearance of the season until the 2-2 draw with Villarreal but he believes Rangers can use that result as a springboard to greater things.,make appearance,"Zranění kolene zabránilo střednímu útočníkovi Grahamu Dorransovi, aby se poprvé objevil v sezóně až do remízy 2:2 s Villarrealem, ale věří, že Rangers mohou tento výsledek využít jako odrazový můstek k větším věcem.","Středový hráč Graham Dorrans kvůli zranění kolene mohl do sezóny nastoupit až na remízu 2:2 v týmem Villarreal, ale je přesvědčený, že Rangers dokáží tento výsledek využít jako odrazový můstek k větším věcem.",0.002438124728668,2019,HUMAN
The group estimates the secured funds have so far made a direct impact on nearly 649 million people across the world.,make impact,"Skupina odhaduje, že zajištěné fondy dosud měly přímý dopad na téměř 649 milionů lidí po celém světě.","Skupina odhaduje, že zajištěné finanční prostředky dosud měly přímý dopad na téměř 649 milionů lidí po celém světě.",0.489191745762849,2019,HUMAN
"The documents claim that Ronaldo confirmed the pair had sex, but that it was consensual.",have sex,"Dokumenty tvrdí, že Ronaldo potvrdil, že spolu měli sex, ale že to bylo dobrovolné.","V dokumentech je uvedeno, že Ronaldo potvrdil, že dvojice měla sex, ale že byl konsenzuální.",0.790576087929984,2019,HUMAN
"Regardless of the career someone chooses, if they've learned a second language, they'll have a real advantage in the future having a life-long skill such as this.",have advantage,"Bez ohledu na to, jakou kariéru si někdo vybere, pokud se naučil druhý jazyk, bude mít v budoucnu skutečnou výhodu, když bude mít takovouto celoživotní dovednost.","Bez ohledu na to, jakou kariéru si člověk zvolí, pokud se učil druhý jazyk, bude mít v budoucnu skutečnou výhodu v této dovednosti, která mu zůstane do konce života.",0.608632560728651,2019,HUMAN
Celebrity stylist Luke Armitage told FEMAIL: 'I'm expecting to see large hats and beach bags arrive on the high street for next summer - as the designer has made such a huge impact it would be hard to ignore the demand for the oversized accessories.',make impact,"Stylista celebrit Luke Armitage řekl FEMAILovi: „Očekávám, že příští léto dorazí na hlavní ulici velké klobouky a plážové tašky – protože návrhář udělal tak obrovský dojem, bylo by těžké ignorovat poptávku po přerostlých doplňcích.“","Stylista celebrit Luke Armitage pro ženský sloupek FEMAIL řekl: „Očekávám, že velké klobouky a plážové tašky se objeví v obchodech před příštím létem – vzhledem k dopadu návrhářské práce by bylo těžké poptávku po nadměrných doplňcích ignorovat.“",0.622318704557898,2019,HUMAN
"Other UK car manufacturers have raised fears about leaving the EU without agreement on how cross-border trade will function, including Honda, BMW and Jaguar Land Rover.",raise fear,"Jiní výrobci automobilů ve Spojeném království vyvolali obavy z opuštění EU bez dohody o tom, jak bude fungovat přeshraniční obchod, včetně Hondy, BMW a Jaguar Land Rover.","Další výrobci aut ve Spojeném království, například Honda, BMW a Jaguar Land Rover, vyjádřili obavy, jak bude v případě odchodu bez dohody fungovat přeshraniční obchod",0.803538960234923,2019,HUMAN
Warren plans to take a 'hard look' at running for president,take look,Warrenová plánuje „tvrdý pohled“ na kandidaturu na prezidentku.,Warrenová se bude „vážně zabývat“ možností kandidatury na post prezidenta,0.765058437080324,2019,HUMAN
"Its been grueling work but made a full recovery, re-learned how to walk and today doing agility drills!",make recovery,"Byla to vyčerpávající práce, ale plně se zotavila, znovu se naučila chodit a dnes cvičila hbitost!","Bylo to vyčerpávající, ale podařilo se mi úplně uzdravit, znovu jsem se naučil chodit a dnes trénuju agility!",1.00354200988864,2019,HUMAN
Rangers substitute Glenn Middleton had another late claim for a penalty as he tangled with Jacobs but again Thomson looked away.,have claim,"Náhradník Rangers Glenn Middleton měl další pozdní nárok na trest, když se zapletl s Jacobsem, ale Thomson znovu odvrátil zrak.","Náhradník Rangers Glenn Middleton požadoval penaltu po propletení s Jacobsem, ale Thomson znovu přivřel oči.",-0.199668614427155,2019,HUMAN
Europe will take a healthy advantage into the final day of the Ryder Cup after emerging from Saturday's fourballs and foursomes matches with a 10-6 lead over the United States.,take advantage,"Evropa získá zdravou výhodu až do finálového dne Ryder Cupu poté, co se probojovala ze sobotních zápasů ve čtyřhře s náskokem 10-6 nad Spojenými státy.","Evropa vstupuje do závěrečného dne Ryder Cupu se zdravou výhodou poté, co v sobotu odehrála hry se čtyřmi míčky a čtyřhru a získala vedení nad Spojenými státy 10:6.",0.609594732771998,2019,HUMAN
There was time this morning when we put some heat on Europe.,put heat,"Dnes ráno byl čas, kdy jsme trochu přitlačili na Evropu.",Chvílemi se nám dnes dopoledne podařilo Evropě zatopit.,0.735685892033432,2019,HUMAN
Gerrard made eight changes to the side which swept past Ayr into the Betfred Cup semi-finals.,make change,"Gerrard udělal osm změn na straně, která prolétla kolem Ayra do semifinálového zápasu Betfred Cupu.",Gerrard provedl v týmu osm změn a prosvištěl kolem Ayr do semifinále Betfred Cupu.,0.682529100152796,2019,HUMAN
"We have a goal, and that is to try to win this trophy, and that's where the focus stays.",have goal,"Máme cíl, a to je pokusit se vyhrát tuto trofej, a to je místo, kde zůstává soustředění.","Máme cíl, chceme získat tuhle trofej, a na to se budeme soustředit.",0.155799511957734,2019,HUMAN
"Ensuring you have enough sleep, of a good quality, should be a student's 'secret weapon' to combat stress, exhaustion and anxiety, he said - even to avoid putting on weight, as sleep deprivation puts the brain into starvation mode, making them constantly hungry.",have sleep,"Zajistit, abyste měli dostatek spánku, dobré kvality, by měla být „tajná zbraň“ studentů pro boj se stresem, vyčerpáním a úzkostí, řekl – dokonce i proto, aby nepřibírali na váze, protože nedostatek spánku uvádí mozek do stavu hladovění, takže neustále hladoví.","Řekl, že dostatek kvalitního spánku by měl být pro studenty jejich „tajnou zbraní“ v boji proti stresu, vyčerpání a úzkosti – a dokonce jako ochrana před tloustnutím, protože nedostatek spánku přepíná mozek do režimu hladovění, takže člověk má neustále hlad.",0.539291705447427,2019,HUMAN
Solid allows users to choose where their data is stored and what people are allowed to have access to what information.,have access,"Solid umožňuje uživatelům vybrat si, kde budou jejich data uložena a jaké osoby budou mít přístup k jakým informacím.","Solid uživatelům umožňuje si zvolit, kde jsou uchovávána jejich data, a jací lidé mají přístup k jakým informacím.",0.974091084833175,2019,HUMAN
"A fire in 1939 left the building badly damaged, but as Father Johnson's parishioners made plans to rebuild, they commissioned the carillon.",make plan,"Požár v roce 1939 zanechal budovu těžce poškozenou, ale když farníci Otce Johnsona plánovali přestavbu, objednali si karillon.","Požár v roce 1939 budovu silně poškodil, ale když začali farníci otce Johnsona plánovat přestavbu, přidali zvonkohru.",1.09984871986072,2019,HUMAN
It's a difficult day because Valtteri did a fantastic job all weekend and was a real gentleman told let me by.,do job,"Je to těžký den, protože Valtteri odvedl fantastickou práci celý víkend a byl opravdový gentleman, který mi řekl, abych šel dál.","„Je to těžký den, protože Valtteri byl celý víkend skvělý a zachoval se jako skutečný gentleman, když mě pustil před sebe.",0.818110953539262,2019,HUMAN
Pyongyang has made no public comments.,make comment,Pchjongjang se nijak veřejně nevyjádřil.,Pchjongjang žádné veřejné vyjádření neposkytl.,0.849240175439421,2019,HUMAN
Don't forget the small details: Imagine that your elderly parent has a medical emergency and is on the way to the hospital.,have emergency,"Nezapomeňte na malé detaily: představte si, že váš starší rodič má lékařskou pohotovost a je na cestě do nemocnice.","Nezapomeňte na drobné detaily: Představte si, že váš starší rodič potřebuje neodkladnou lékařskou péči a je na cestě do nemocnice.",1.01551913270273,2019,HUMAN
Trump took a much more optimistic view in his rally speech.,take view,Trump zaujal ve svém projevu mnohem optimističtější názor.,Trump ve svém projevu na shromáždění předložil mnohem optimističtější pohled.,0.334260970489655,2019,HUMAN
"The FBI investigation into accusations against Judge Brett Kavanaugh has delayed a final vote on his nomination to the Supreme Court by at least a week, and raises the question of whether the bureau's findings could sway any Republican senators into pulling their support.",raise question,"Vyšetřování FBI ohledně obvinění proti soudci Brettu Kavanaughovi zdrželo konečné hlasování o jeho jmenování k Nejvyššímu soudu nejméně o týden, a vyvolává otázku, zda by zjištění úřadu mohla přesvědčit nějaké republikánské senátory, aby stáhli svou podporu.","Vyšetřování obvinění vznesených proti soudci Brettu Kavanaughovi, které vede FBI, oddálilo konečné hlasování o této nominaci do Nejvyššího soudu minimálně o týden a vznáší otázku, zda by zjištění úřadu mohla některé republikánské senátory přimět podporu stáhnout.",0.010367317602801,2019,HUMAN
"But we believe they have a right to know - just as you have a right to know the health effects of choosing to smoke cigarettes,' Prof Czeisler added.",have right,"Ale věříme, že mají právo to vědět – stejně jako vy máte právo vědět o zdravotních účincích toho, že jste se rozhodli kouřit cigarety,“ dodal profesor Czeisler.","Ale věříme, že mají právo to vědět, stejně jako má člověk právo vědět o zdravotních dopadech kouření,“ dodal profesor Czeisler.",0.429470083217334,2019,HUMAN
You would select a trusted person to make financial decisions for you and ensure your bills get paid if you're incapacitated.,make decision,"Vybrali byste důvěryhodnou osobu, která za vás udělá finanční rozhodnutí a zajistí, že vaše účty budou zaplaceny, pokud budete nezpůsobilí.","Můžete si zvolit důvěryhodnou osobu, která za vás bude dělat finanční rozhodnutí a zajistí placení účtů v případě, že toho sami nebudete schopní.",1.01551913270273,2019,HUMAN
A black congregation that had been worshiping nearby took title to the building.,take title,"Černá kongregace, která uctívala nedalekou budovu, získala titul.",Právo na budovu si přivlastnila černošská kongregace působící nedaleko odtud.,1.09984871986072,2019,HUMAN
"The Dane made his debut in the 1997 match at Valderrama, where a side captained by Seve Ballesteros held a five-point advantage over the Americans but only just got over the finishing line with their noses in front by the narrowest of margins, winning 14½-13½.",make debut,"Dán debutoval v roce 1997 v zápase ve Valderramě, kde měl kapitán Seve Ballesteros pětibodovou převahu nad Američany, ale teprve teď se dostal za cílovou čáru s nosem vepředu o nejtěsnější rozdíl a vyhrál 141 ⁇ 2-131 ⁇ 2.","Dán na turnaji debutoval v roce 1997 na zápase ve Valderramě, kde měla strana vedená kapitánem Sevem Ballesterosem proti Američanům pětibodovou výhodu, ale do cíle se dostali první jen „o prsa“ s vůbec nejmenším rozdílem 14½-13½.",-0.46561352691903,2019,HUMAN
"Europe have played better as a team thus far and take a significant lead into the final day but this foursomes session also showed that Team USA has the stomach for the fight that some, especially Stateside, had been doubting.",take lead,"Evropa zatím hrála lépe jako tým a dostala se do významného vedení v závěrečném dnu, ale toto čtyřky také ukázaly, že tým USA má žaludek na boj, o kterém někteří, zejména státy, pochybovali.","Evropa zatím hrála jako tým lépe a do finálového dne vstupuje se značným náskokem, ale tahle série čtyřhry také ukázala, že tým USA je bojovný, o čemž někteří (hlavně Stateside) pochybovali.",0.459837673516122,2019,HUMAN
"Pelosi made the comments in an interview Saturday at the Texas Tribune Festival in Austin, Texas.",make comment,Pelosiová to uvedla v sobotním rozhovoru na Texaském festivalu Tribune v Austinu v Texasu.,Pelosiová tyto komentáře vyslovila v sobotním rozhovoru na Texas Tribune Festivalu v Austinu v Texasu.,0.76984287669311,2019,HUMAN
Cownie and Charles Corcoran combined to help Nielsen give Dundee the lead for the first time in the match late in the second period and he made sure of the win with his team's fifth halfway through the final period.,give lead,Cownie a Charles Corcoran společně pomohli Nielsenovi dát Dundeemu poprvé v zápase vedení na konci druhé části a on se ujistil o vítězství pátou trefou svého týmu v polovině poslední části.,Cownie a Charles Corcoran pomohli Nielsenovi k zajištění prvního vedení pro Dundee ke konci druhé třetiny a jeho potvrzení v polovině třetiny poslední.,-0.0359469173214877,2019,HUMAN
The wait is nearly over for fans looking to see LeBron James make his first start for the Los Angeles Lakers.,make start,"Čekání na fanoušky, kteří se dívají, jak LeBron James poprvé nastupuje za Los Angeles Lakers, je téměř u konce.","Fanoušci, kteří se těšili na první start LeBrona Jamese za Los Angeles Lakers, už se brzy dočkají.",1.29793340334941,2019,HUMAN
"Mickelson has 18 wins, 20 losses and seven halves, though Furyk said his presence brought some intangibles to the team.",have win,"Mickelson má na kontě 18 výher, 20 proher a sedm poločasů, i když Furyk říkal, že jeho přítomnost přinesla týmu nehmotné věci.","Mickelson má na kontě 18 vítězství, 20 proher a sedm polovin, i když Furyk řekl, že jeho přítomnost měla pro tým zvláštní přínos.",0.811678318106333,2019,HUMAN
"As well as being an abbreviation of his current professional name, West has previously said the word has religious significance for him.",have significance,"Kromě toho, že je zkratkou jeho současného profesního jména, West již dříve řekl, že to slovo má pro něj náboženský význam.","Kromě toho, že je slovo zkratkou jeho aktuálního pracovního jména, West už dříve řekl, že pro něj má náboženský význam.",0.690673394494248,2019,HUMAN
"In the end, it was their superior defence, as much as their better chance-taking, which carried the home side and coach Peter Murchie had every right to be pleased.",have right,"Nakonec to byla jejich lepší obrana, stejně jako jejich větší šance, která nesla domácí a trenér Peter Murchie měl plné právo být potěšen.",K vítězství je dovedla výborná obrana a také lépe využité šance a trenér Peter Murchie se rozhodně může radovat.,0.282724294427504,2019,HUMAN
He was inspired to start the course after giving a talk on the impact sleep deprivation had on learning.,give talk,"Byl inspirován, aby kurz začal poté, co přednesl řeč o dopadu, jaký má nedostatek spánku na učení.",Nápad se zrodil po jedné jeho přednášce o dopadu nedostatku spánku na učení.,0.539291705447427,2019,HUMAN
Olympic diver Tom Daley says he grew up feeling inferior to everyone because of his sexuality - but that gave him the motivation to become a success.,give motivation,"Olympijský potápěč Tom Daley říká, že vyrostl a cítil se podřadný vůči všem kvůli své sexualitě – ale to mu dalo motivaci stát se úspěšným.","Olympijský skokan do vody Tom Daley řekl, že vyrůstal s pocitem méněcennosti v porovnání s ostatními kvůli své sexualitě – to mu však dodalo motivaci k úspěchu.",0.754175416716146,2019,HUMAN
"Outside the United States, Gandhi had a similar effect. Nelson Mandela, the Dalai Lama, Nobel Peace Prize-winner Malala Yousafzai and climate change activists, to give just a few examples, have acknowledged Gandhi as a guiding light.",have effect,"Mimo Spojené státy měl Gándhí podobný účinek. Nelson Mandela, dalajlama, nositelka Nobelovy ceny za mír Malala Júsufzaiová a aktivisté bojující za změnu klimatu, abychom uvedli jen několik příkladů, uznali Gándhího za vůdčí světlo.","Za hranicemi Spojených států měl Gándhí podobný účinek. Nelson Mandela, dalajláma, nositelka Nobelovy ceny míru Malála Júsufzajová nebo aktivisté proti změnám klimatu, abychom uvedli jen několik příkladů, přijali Gándhího za svého duchovního vůdce.",0.911323555642764,2020,HUMAN
"The study, funded by Cancer Research UK, found those who had radiotherapy were twice as likely to suffer a worsening of urinary incontinence, one of the main side effects of prostate cancer treatment.",have radiotherapy,"Studie financovaná organizací Cancer Research UK zjistila, že u těch, kteří podstoupili radioterapii, byla dvakrát vyšší pravděpodobnost zhoršení inkontinence moči, což je jeden z hlavních vedlejších účinků léčby karcinomu prostaty.","Studie, financovaná organizací Cancer Research UK, zjistila, že u mužů, kteří podstoupili radioterapii, byla dvakrát vyšší pravděpodobnost zhoršení inkontinence moči, což je jeden z hlavních vedlejších účinků při léčbě rakoviny prostaty.",0.617948041472634,2020,HUMAN
"'She wasn't referring to being a royal, but life in general when you have challenges,' Modise added, admitting she felt a bit 'awestruck' by Meghan.",have challenge,"„Nemluvila o tom, že jste královská rodina, ale o životě obecně, když máte výzvy,“ dodala Modise a přiznala, že z Meghan cítila trochu „posvátnou hrůzu“.","„Nemluvila o tom, že patří do královské rodiny, ale o životě obecně, když člověka čekají výzvy,“ dodala Modiseová a přiznala, že se cítila být Meghan trochu „unesená“.",0.601350386129193,2020,HUMAN
"Nancy then gave birth to a female named Astrid in 2013, with Stella being the third female calf born at the park in its 49-year history.",give birth,"Nancy pak v roce 2013 porodila samici jménem Astrid, přičemž Stella byla třetí samicí narozenou v parku v jeho 49leté historii.","V roce 2013 pak Nancy porodila samičku jménem Astrid, která se tak spolu se Stellou stala třetím mládětem samičího pohlaví narozeným v rezervaci během jeho 49leté historie.",0.616440636339901,2020,HUMAN
Minassian said that he had contact with a killer in California who was angry at women who had rejected him.,have contact,"Minassian řekl, že měl kontakt s vrahem v Kalifornii, který byl naštvaný na ženy, které ho odmítly.","Minassian řekl, že byl v kontaktu s vrahem z Kalifornie, který byl naštvaný na ženy, protože ho odmítaly.",1.12102225266153,2020,HUMAN
We decided to publish limited information about the whistle-blower - including the fact that he works for a nonpolitical agency and that his complaint is based on an intimate knowledge and understanding of the White House - because we wanted to provide information to readers that allows them to make their own judgments about whether or not he is credible.,make judgment,"Rozhodli jsme se zveřejnit omezené informace o informátorovi – včetně skutečnosti, že pracuje pro nepolitickou agenturu a že jeho stížnost je založena na důvěrné znalosti a pochopení Bílého domu – protože jsme chtěli poskytnout čtenářům informace, které jim umožní učinit si vlastní úsudek o tom, zda je či není důvěryhodný.","Rozhodli jsme se zveřejnit jen několik podrobností o oznamovateli – včetně skutečnosti, že pracuje pro nepolitickou agenturu a že jeho stížnost je založena na důvěrném poznání a porozumění Bílého domu – protože jsme chtěli poskytnout čtenářům informace, díky kterým si vytvoří vlastní úsudek o tom, zda je nebo není důvěryhodným člověkem.",0.712150853001158,2020,HUMAN
"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.",have idea,"Tento truchlící otec řekl, že nemá tušení, kdo by chtěl jeho synovi ublížit, a řekl, že stále neví, kdo byl v autě s ním, když byl zastřelen.","Truchlící otec řekl, že nemá tušení, kdo by chtěl jeho synovi ublížit, a řekl, že stále neví, kdo s ním byl v autě, když byl zastřelen.",0.768283603673031,2020,HUMAN
"The capsid shell is what protects them, and as scientists discovered their structure, they proposed that capsids could have different sizes and hold different amounts of genome, and therefore could infect hosts differently.",have size,"Kapsidová slupka je tím, co je chrání, a když vědci objevili jejich strukturu, navrhli, že kapsidy mohou mít různé velikosti a držet různá množství genomu, a proto mohou hostitele infikovat různě.","Obal kapsidy je její ochranná povrchová vrstva, a když vědci objevili jejich strukturu, přišli s teorií, že kapsidy mají různé velikosti a obsahují různé množství genomu, a proto mohou infikovat hostitele odlišnými způsoby.",0.65908339312185,2020,HUMAN
The California attorney general's office in March declined to issue state criminal charges after a nearly yearlong investigation. Attorney General Xavier Becerra said then evidence showed the officers had reason to believe their lives were in danger because he was advancing toward them holding what they thought was a gun. Investigators found only a cellphone.,have reason,"Úřad kalifornského generálního prokurátora v březnu odmítl vznést státní obvinění z trestného činu po téměř ročním vyšetřování. generální prokurátor Xavier Becerra řekl, že pak důkazy ukázaly, že policisté měli důvod se domnívat, že jejich životy jsou v ohrožení, protože k nim postupoval s něčím, co považovali za zbraň. vyšetřovatelé našli pouze mobilní telefon.","Kancelář generálního prokurátora v Kalifornii v březnu po téměř celoročním vyšetřování odmítla podat trestní obvinění. Generální prokurátor Xavier Becerra uvedl, že podle svědectví důkazů měli důstojníci důvod domnívat se, že jejich životy byly v ohrožení, protože podezřelý šel směrem k nim a držel předmět, který považovali za zbraň. Vyšetřovatelé našli pouze mobilní telefon.",0.607434248160693,2020,HUMAN
"The findings, from the the largest ever trial examining those having surgery for the disease, could spare thousands from gruelling treatment which can have distressing side-effects.",have surgery,"Zjištění z dosud největší studie zkoumající pacienty podstupující operaci této nemoci by mohla ušetřit tisíce lidí od vyčerpávající léčby, která může mít nepříjemné vedlejší účinky.","Výsledky největšího výzkumu, který se zaměřil na pacienty s plánovaným chirurgickým zákrokem u této nemoci, by mohly ušetřit tisícům pacientů vyčerpávající léčbu, která může mít i nepříjemné vedlejší účinky.",0.597819387165767,2020,HUMAN
"The company got its start thanks to Sun co-founder Andy Bechtolsheim who invested $100,000; in June 1999, the company had raised a $25 million round from Sequoia Capital and Kleiner Perkins. Google moved to its Mountain View location in the same year, where it remains. In 2001, the company was granted a patent for its technology.",get start,"Společnost dostala svůj start díky spoluzakladateli Sunu Andymu Bechtolsheimovi, který investoval 100 000 dolarů; v červnu 1999 společnost získala rundu 25 milionů dolarů od Sequoia Capital a Kleiner Perkins. Google se přestěhoval do svého sídla Mountain View ve stejném roce, kde zůstává. V roce 2001 byla společnosti udělen patent na její technologii.","Společnost byla zahájena díky spoluzakladateli firmy Sunu Andymu Bechtolsheimovi, který do ní investoval 100 000 dolarů; v červnu 1999 získal Google od společnosti Sequoia Capital a Kleiner Perkins finanční zdroj ve výši 25 milionů dolarů. Ve stejném roce se Google přestěhoval do nového sídla v Mountain View, kde je dodnes. V roce 2001 byl společnosti udělen patent na její technologii.",0.759686830124071,2020,HUMAN
"The Trump administration most recently blamed Iran for drone attacks on Saudi Arabian oil facilities, which Tehran denies having any involvement with.",have involvement,"Trumpova administrativa naposledy obvinila Írán z útoků dronů na saúdskoarabská ropná zařízení, s čímž Teherán popírá, že by měl cokoli společného.","Trumpova administrativa nedávno obvinila Írán také z útoků na ropná zařízení v Saúdské Arábii, na kterých však Teherán popírá jakoukoli účast.",0.015253536371523,2020,HUMAN
"The sticking point was that Disney ― which owns the character ― reportedly wanted a co-financing stake in future films with Sony, which has the film rights thanks to deals set up before the Mouse bought Marvel in 2009.",have right,"Zádrhel byl v tom, že Disney – který postavu vlastní – údajně chtěl podíl na spolufinancování budoucích filmů se Sony, která má filmová práva díky dohodám uzavřeným předtím, než Myšák koupil Marvel v roce 2009.","Sporným bodem bylo, že společnost Disney – která vlastní postavu Spideyho – údajně chtěla podíl na spolufinancování budoucích filmů se společností Sony, která má filmová práva díky dříve uzavřeným dohodám, než Disney v roce 2009 koupil studio Marvel.",0.184949234853842,2020,HUMAN
"Jamie Craig, curator of Cotswold Wildlife Park, said: 'We have had tremendous success with our current rhino herd.",have success,"Jamie Craig, kurátor Cotswold Wildlife Park, řekl: „Měli jsme ohromný úspěch s naším současným stádem nosorožců.","Jamie Craig, kurátor rezervace Cotswold Wildlife Park, řekl: „S naším současným stádem nosorožců máme ohromné úspěchy.“",0.832061586705901,2020,HUMAN
"According to Wang's mother and lawyer, he died on Monday. Wang's wife Cao Shuxia received a call from police notifying her that her husband had died at a military hospital in the city of Hengyang where he had been held. The police officer on the phone did not offer any explanation of the cause of death.",offer explanation,"Podle Wangovy matky a právničky zemřel v pondělí. Wangově ženě Cchao Šu-sie zavolala policie a oznámila jí, že její manžel zemřel ve vojenské nemocnici ve městě Che-jang, kde byl držen. Policista v telefonu neposkytl žádné vysvětlení příčiny smrti.","Podle Wangovy matky a právníka zemřel Meiyu v pondělí. Wangova žena Cao Shuxia obdržela telefonickou zprávu od policie, že její manžel zemřel ve vojenské nemocnici ve městě Hengyang, kde byl zadržen. Policista jí během hovoru neposkytl žádné vysvětlení ohledně příčiny smrti.",0.847837970255464,2020,HUMAN
"But other pole vaulters who spray a sticky grip enhancer on their hands might have more difficulty holding onto their poles in the humidity, he said.",have difficulty,"Jiní skokani o tyči, kteří si na ruce nastříkají lepkavý zesilovač úchopu, by ale mohli mít větší potíže s držením tyčí ve vlhkosti, řekl.","Ale další sportovci ve skoku o tyči, kteří si na ruce stříkají lepkavé zesilovače přilnavosti, mohou mít větší potíže udržet tyče při zvýšené vlhkosti, řekl.",0.624458380176048,2020,HUMAN
"New research reveals that the way viruses were perceived in terms of their architecture will need to be retooled, because they are actually structured in many more patterns than previously understood. The findings could have significant impact on how they are classified, our understanding of how they form, evolve and infect hosts, and strategies to identify ways to design vaccines to target them.",have impact,"Nový výzkum ukazuje, že způsob, jakým byly viry vnímány z hlediska jejich architektury, bude třeba přebudovat, protože jsou ve skutečnosti strukturovány v mnohem větším počtu vzorů, než se dosud chápalo. Zjištění by mohla mít významný dopad na to, jak jsou klasifikovány, na naše chápání toho, jak se tvoří, vyvíjejí a infikují hostitele, a na strategie, jak určit způsoby, jak navrhnout vakcíny, které by se na ně zaměřily.","Nový výzkum ukazuje, že způsob, jakým byly viry vnímány z hlediska své struktury, bude potřeba přehodnotit, protože mají ve skutečnosti mnohem složitější struktury tvořené z více vzorců, než tomu bylo dříve. Tato zjištění by mohla mít významný dopad na jejich klasifikaci, na naše porozumění tomu, jak vznikají, vyvíjejí se a infikují hostitele, a strategie k identifikaci způsobů, jak vyvinout vakcíny, které by se proti nim zaměřovaly.",0.609328733349189,2020,HUMAN
"China also had a major military conflict with Vietnam in 1979. China claims sovereignty over all of South China Sea. Vietnam, Malaysia, the Philippines, Brunei and Taiwan have counter claims.",have conflict,"Čína měla také velký vojenský konflikt s Vietnamem v roce 1979. Čína si nárokuje suverenitu nad celým Jihočínským mořem. Vietnam, Malajsie, Filipíny, Brunej a Tchaj-wan mají protinároky.","V roce 1979 došlo také k velkému vojenskému konfliktu mezi Čínou a Vietnamem. Čína si nárokuje svrchovanost nad celým Jihočínským mořem. Avšak Vietnam, Malajsie, Filipíny, Brunej a Tchaj-wan také vznášejí územní nároky na tuto oblast.",0.849381644498779,2020,HUMAN
